series,m,n,algorithm,seed,elapsed_s,raw_fitness,fitness_display,potency,operativeness,resource_saving,max_k,constraint_satisfied,has_layout,raw_fitness_s0,potency_s0,operativeness_s0,resource_saving_s0,delta_f_vs_s0,delta_p_vs_s0,delta_o_vs_s0,delta_r_vs_s0,brute_force_available,omega_size,delta_f_vs_brute_force
feasible,5,1,Random,5,0.11414788699767087,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,Greedy,5,0.007891301000199746,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,SA,5,0.17939485399983823,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,Tabu,5,0.44232701099826954,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,ACO,5,0.6615293249997194,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,NSGA-II,6,2.312814755998261,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,BruteForce,6,0.008528931000910234,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,GA,6,0.5084878699999535,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,HillClimb,6,0.021121204998053145,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,PSO,6,0.8399730029996135,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,Random,6,0.11232009300147183,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,Greedy,6,0.007521678999182768,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,SA,6,0.164863810998213,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,Tabu,6,0.4217439780040877,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,ACO,6,0.6084685020032339,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,NSGA-II,7,2.232398314998136,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,BruteForce,7,0.009610474997316487,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,GA,7,0.5736162370012607,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,HillClimb,7,0.0198361080038012,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,PSO,7,0.927344196003105,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,Random,7,0.14613390099839307,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,Greedy,7,0.010787608996906783,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,SA,7,0.23079845399479382,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,Tabu,7,0.5103818159986986,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,ACO,7,0.6545876140007749,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,NSGA-II,8,2.394820740002615,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,BruteForce,8,0.009469759999774396,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,GA,8,0.5228660869979649,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
feasible,5,1,HillClimb,8,0.020031675994687248,0.031819591230794884,0.031819591230794884,0.07504292977583424,0.014252877462800104,0.006162966453750318,5,True,True,0.024599421648342126,0.03595807051758724,0.007363986689113387,0.030476207738325756,0.007220169582452758,0.039084859258247,0.006888890773686717,-0.02431324128457544,True,16,0.0
